52     | 1350
87     | 1650
66     | 1450
37     | 1300
45     | 1350
77.6   | 1500
80     | 1600
33.5   | 1200
83.5   | 1570
79     | 1600
82.3   | 1535
78.5   | 1520
57.6   | 1425
92     | 1690
63     | 1400
77     | 1530
99.5   | 1750
98.8   | 1740
72     | 1480
112    | 1800
97.8   | 1745
104    | 1790
92.3   | 1670
77.4   | 1520
129    | 1895
49.5   | 1380
48.5   | 1380
47.3   | 1360
126.75 | 1930
130.30 | 1973
